Price,Open,High,Low,Close,Volume,MA20
Ticker,,,,,,
Date,,,,,,
2024-01-02,185.5788456186331,186.8580243758453,182.34621918511945,184.08152770996097,82488700.0,
2024-01-03,182.6734238450404,184.3194913216633,181.8900476382689,182.7031707763672,58414500.0,
2024-01-04,180.62080322049852,181.552914127362,179.36147605378457,180.38282775878903,71983600.0,
2024-01-05,180.46214807824285,181.2256728170181,178.65742022872922,179.658935546875,62379700.0,
2024-01-08,180.56131218264795,184.04185467153417,179.97626898919978,184.0021820068359,59144500.0,
2024-01-09,182.37593441619447,183.5956039593173,181.1959224035276,183.585693359375,42841800.0,
2024-01-10,182.8023278606972,184.8351053395885,182.3759299825551,184.6268768310547,46792900.0,
2024-01-11,184.97392753345,185.47965559618967,182.07844372761645,184.0319061279297,49128400.0,
2024-01-12,184.49797017252533,185.17226924419936,183.63527891547233,184.3591461181641,40477800.0,
2024-01-16,180.63073389939075,182.7130948998251,179.41104910197012,182.08839416503903,65603000.0,
2024-01-17,179.74819585869176,181.39424823145328,178.786338048284,181.14634704589844,47317400.0,
2024-01-18,184.52771753168437,187.55211493445296,184.26990575318283,187.04640197753903,78005800.0,
2024-01-19,187.74050811817725,190.33850743054631,187.23479519933252,189.9517822265625,68903000.0,
2024-01-22,190.68560481730813,193.69016613117572,190.6459321523824,192.2622528076172,60133900.0,
2024-01-23,193.38275184285897,194.10661903356933,192.20273983497617,193.54139709472656,42355600.0,
2024-01-24,193.77940103141137,194.73134826169684,192.7084660713482,192.86712646484375,53631300.0,
2024-01-25,193.5810897970112,194.62227786062397,191.48880306885755,192.53990173339844,54822100.0,
2024-01-26,192.63907090018267,193.12494757400916,190.3286298745028,190.8045959472656,44594000.0,
2024-01-29,190.3980247095346,190.5864320350317,187.98843240307312,190.1203765869141,47145600.0,
2024-01-30,189.33701232459805,190.18979301004535,185.89614265093053,186.4613494873047,55859400.0,186.31310958862304
2024-01-31,185.4697339612798,185.52924295226455,182.80233006356883,182.85189819335935,55467800.0,186.25162811279296
2024-02-01,182.44534401847457,185.3804852934909,182.2767730445643,185.2912445068359,64885400.0,186.38103179931642
2024-02-02,178.35003123610636,185.75731994134992,177.74515173237538,184.2897491455078,102551700.0,186.57637786865234
2024-02-05,186.57042555488337,187.6611968198497,184.27982102914152,186.1043701171875,69668800.0,186.89864959716797
2024-02-06,185.2912518041467,187.72068025311023,185.2020110139772,187.7107696533203,43490800.0,187.08407897949218
2024-02-07,189.0395243124124,189.4460858813363,187.02656792958788,187.81985473632812,53439000.0,187.29578704833983
2024-02-08,187.8000228857875,187.94875754592417,185.77715585449096,186.739013671875,40962000.0,187.40139389038086
2024-02-09,187.304938639922,188.63539609029752,186.6595791337662,187.50352478027344,45155200.0,187.57497482299806
2024-02-12,187.0765772861258,187.3247948043087,185.45819421957455,185.8156280517578,41781900.0,187.64779891967774
2024-02-13,184.44549399150463,184.8823592862032,182.2015977323704,183.72068786621097,56529500.0,187.72941360473632
2024-02-14,183.9986922104331,184.2071864451767,181.13922150541595,182.83702087402344,54630500.0,187.81394729614257
2024-02-15,182.2413002337134,183.17460050228615,180.05698915939104,182.5490875244141,65434500.0,187.58908157348634
2024-02-16,182.1122335213933,183.5320456548448,180.37471083115267,181.01014709472656,49752500.0,187.14199981689453
2024-02-20,180.49384354523508,181.12927978468983,178.7166127841021,180.26548767089844,53665600.0,186.5421615600586
2024-02-21,180.64276986037865,181.5859933284812,179.3718974749363,181.0200653076172,41371400.0,185.9160949707031
2024-02-22,182.17179668082835,183.64125529629035,181.15908011476063,183.05545043945312,52292200.0,185.4255111694336
2024-02-23,183.6908798817894,183.72066477086588,180.9307023940782,181.21864318847656,45119700.0,184.8594482421875
2024-02-26,180.94064867140935,181.45693020455124,179.36197373162466,179.86834716796875,40867400.0,184.31263580322266
2024-02-27,179.8087756065873,182.60866132395924,178.27974721589908,181.3278656005859,54318900.0,183.87301025390624
2024-02-28,181.2087201561828,181.81437153541265,178.84569957246276,180.12649536132812,48953900.0,183.55626754760743
2024-02-29,179.97756989489093,181.26830407372196,178.2499704416867,179.46127319335938,136682600.0,183.38673629760743
2024-03-01,178.26982726346276,179.24283570733874,176.11530099131116,178.37904357910156,73563100.0,183.0411262512207
2024-03-04,174.8940486462885,175.63870116419773,172.55087478393426,173.85154724121094,81510100.0,182.51921615600585
2024-03-05,169.5424796657224,170.8133520831047,168.41060844555398,168.90704345703125,95132400.0,181.65934982299805
2024-03-06,169.84035496658896,170.01907946057096,167.47731930724007,167.9141845703125,68587700.0,180.66952056884764
2024-03-07,167.94396839769192,169.51270494606766,167.28868565722726,167.7950439453125,71765100.0,179.66828002929688
2024-03-08,167.7950495135339,172.46153602621885,167.7354797306053,169.51271057128906,76267000.0,178.80696487426758
2024-03-11,171.70695829072324,173.13669366515666,170.8233045037464,171.518310546875,60139500.0,178.00770416259766
2024-03-12,171.91544162555573,172.7891721100731,169.79070034274764,171.994873046875,59825400.0,177.31666641235353
2024-03-13,171.53815729817867,171.95516088785195,169.54247886546352,169.90985107421875,52488700.0,176.6261245727539
2024-03-14,171.67715534575908,173.06716728584055,170.82328653971078,171.76651000976562,72913500.0,176.072599029541
2024-03-15,169.94957779625068,171.3892364501953,169.07584723661714,171.3892364501953,121752700.0,175.51460647583008
2024-03-18,174.3181844870376,176.44292557517804,172.28279805844676,172.4813690185547,75604200.0,175.0881675720215
2024-03-19,173.09694005146207,175.35075903574833,171.7962828664752,174.8245391845703,55215200.0,174.81612014770508
2024-03-20,174.467139074951,177.39610290527344,173.84162605000233,177.39610290527344,53423100.0,174.6349220275879
2024-03-21,175.78764197696165,176.22450721449738,169.6219124199128,170.14813232421875,106181300.0,173.98955612182618
2024-03-22,170.5353695457136,171.8161805084586,168.8474933401544,171.05166625976562,71160100.0,173.48120727539063
2024-03-25,169.3538487990515,170.7140758962492,168.24182406010684,169.63185119628906,54288300.0,172.96938247680663
2024-03-26,168.78791039294236,170.19778406175462,168.37090678526505,168.49998474121094,57388400.0,172.3279884338379
2024-03-27,169.19499314475576,172.36225110852925,168.89712909220745,172.07431030273438,60273300.0,171.9253791809082
2024-03-28,170.5254338962422,171.00200728609337,169.29426955996547,170.25735473632812,65672700.0,171.46518325805664
2024-04-01,169.9694362083208,170.02900599080004,168.2716216576847,168.8177032470703,46240500.0,170.98711624145508
2024-04-02,167.87446369081778,168.13260444031488,167.0305181193942,167.63616943359375,49329500.0,170.6763473510742
2024-04-03,167.5865303145986,169.46305411699578,167.37803608655156,168.44039916992188,47691700.0,170.65301513671875
2024-04-04,169.07582268557752,170.69420560535343,167.61631774902344,167.61631774902344,53704400.0,170.63812179565429
